65536	1	29418
1	1	6.981425
7	1	27.718313
8	1	-1.145547
12	1	-38.952474
14	1	-19.566675
16	1	25.026734
18	1	-3.463064
21	1	-5.955383
22	1	-15.261446
23	1	12.177288
24	1	1.877213
26	1	-8.107369
29	1	0.970367
30	1	-8.057954
31	1	5.375724
33	1	-6.054092
38	1	0.396436
43	1	-3.869932
46	1	-7.192789
49	1	3.258122
54	1	-15.232882
55	1	0.081961
57	1	5.759230
62	1	6.315686
63	1	6.697158
64	1	-4.247587
66	1	-3.741538
69	1	-2.225860
70	1	38.481218
73	1	-13.026048
74	1	13.946191
76	1	3.744144
79	1	0.155082
81	1	3.573762
82	1	-10.389171
83	1	0.008134
85	1	0.254159
86	1	0.804717
89	1	0.096802
90	1	18.686684
91	1	1.827820
92	1	8.560156
97	1	-3.273296
98	1	3.176487
100	1	-13.775415
101	1	-12.322279
102	1	-1.989388
109	1	0.999173
110	1	-0.100283
111	1	5.369146
112	1	-5.811757
115	1	-1.216087
116	1	6.241482
117	1	-1.112657
118	1	-0.042878
119	1	1.482087
120	1	5.707318
126	1	-8.585268
131	1	-3.280216
132	1	2.930582
136	1	-11.499308
138	1	-13.351904
139	1	-25.880903
143	1	11.882915
144	1	10.697293
149	1	4.840614
153	1	-12.887166
155	1	0.110495
156	1	4.589255
157	1	7.671324
163	1	0.951842
164	1	5.990586
166	1	-5.418055
169	1	4.222784
170	1	9.988196
172	1	0.201645
174	1	6.055291
176	1	6.589998
179	1	-1.570602
184	1	4.013574
186	1	-3.036438
188	1	1.272266
189	1	14.988813
195	1	-0.300216
196	1	3.323182
198	1	17.370520
199	1	2.446471
205	1	26.268301
206	1	8.990463
207	1	-20.498929
208	1	-8.030635
210	1	1.012616
212	1	-7.528267
213	1	13.356764
214	1	2.524357
217	1	1.801517
218	1	3.947727
219	1	-7.665889
222	1	20.879077
223	1	4.496969
225	1	44.142490
229	1	5.595195
233	1	1.026305
234	1	0.620495
236	1	-6.630404
238	1	1.731700
239	1	-6.558219
240	1	3.686525
252	1	1.408531
253	1	-0.698739
256	1	1.770383
264	1	13.175724
273	1	21.023109
279	1	-16.964164
283	1	-2.842644
284	1	34.661631
286	1	-33.406592
287	1	0.273511
290	1	-0.317668
295	1	5.728678
296	1	7.698709
297	1	-12.226830
299	1	-0.250448
304	1	27.852510
306	1	-15.580767
313	1	-6.257789
318	1	7.964934
319	1	-33.198074
324	1	3.832527
326	1	5.995118
327	1	1.456460
329	1	12.223386
330	1	16.314551
333	1	-6.779539
337	1	3.479227
347	1	-0.699147
348	1	7.756602
351	1	-6.947045
355	1	-1.226049
356	1	-2.639346
358	1	-21.150274
360	1	0.107037
361	1	2.081699
370	1	0.076156
372	1	32.452064
376	1	-16.625334
377	1	6.875851
379	1	-0.801423
381	1	4.483129
384	1	21.942554
385	1	4.888109
386	1	-1.583375
388	1	-6.871085
389	1	3.418912
391	1	27.831902
392	1	0.043030
393	1	-15.017526
397	1	-10.262790
398	1	0.842788
399	1	7.401905
400	1	0.151455
403	1	-1.617076
409	1	-12.191019
412	1	-3.051725
420	1	-0.705879
421	1	29.271937
422	1	41.150202
423	1	-0.206699
425	1	-10.609119
429	1	5.857569
431	1	7.796170
435	1	31.480169
436	1	5.643403
442	1	-7.376633
445	1	14.349399
447	1	-1.973798
448	1	3.134597
452	1	-15.400842
453	1	6.772394
455	1	-18.258775
457	1	5.747539
458	1	-8.202324
459	1	-7.583097
460	1	2.489712
461	1	-5.958404
468	1	1.955749
469	1	-1.855990
472	1	0.019215
474	1	-4.008233
475	1	-5.590431
478	1	0.774649
479	1	1.136719
481	1	3.723533
482	1	-5.920351
484	1	-0.772103
487	1	-0.676124
488	1	0.120129
490	1	0.304278
493	1	0.710707
495	1	-6.282461
496	1	2.122674
498	1	5.149283
499	1	8.749883
502	1	2.468608
503	1	11.235637
504	1	0.615140
505	1	-0.593561
506	1	0.278545
508	1	18.719072
511	1	-9.057531
514	1	-5.104180
516	1	-9.479654
518	1	-3.461921
528	1	-17.179415
537	1	0.560573
540	1	-16.328585
544	1	0.164065
546	1	12.317539
549	1	1.822721
550	1	11.169787
551	1	3.241468
558	1	10.259786
559	1	3.916531
562	1	-0.400154
565	1	-9.408448
566	1	-4.142764
568	1	0.876697
571	1	-7.145439
573	1	-2.240007
575	1	-45.355399
577	1	-0.870223
578	1	-18.723063
579	1	-13.924004
580	1	6.536319
584	1	-5.322968
585	1	-10.230881
586	1	0.047368
588	1	-0.503825
594	1	10.405473
598	1	18.694583
599	1	-15.572768
601	1	-0.346975
602	1	-2.864568
603	1	0.955748
606	1	0.688095
607	1	-2.132755
608	1	-10.991142
609	1	5.194919
614	1	-0.370307
619	1	2.225145
620	1	-10.299902
624	1	2.137976
626	1	-9.708015
634	1	22.088688
635	1	-24.398538
636	1	3.504975
637	1	-4.657334
640	1	41.816499
641	1	-7.121729
642	1	7.259473
644	1	-12.514553
646	1	8.723226
647	1	14.050579
650	1	0.319641
652	1	-0.883843
656	1	-6.794997
657	1	-6.697980
661	1	0.737535
663	1	0.581894
665	1	-24.466319
670	1	4.293522
672	1	-18.622617
673	1	3.856269
674	1	-1.349766
681	1	2.414675
682	1	9.887229
683	1	4.134625
684	1	17.468874
685	1	11.193680
686	1	-1.580264
687	1	-3.228326
690	1	-21.483787
691	1	-0.712522
694	1	-0.210787
696	1	-4.158519
700	1	0.594976
701	1	3.533807
703	1	18.444401
705	1	-5.106466
706	1	8.891043
708	1	-7.253753
712	1	-5.867501
715	1	-1.959597
719	1	-3.382222
720	1	0.110628
722	1	13.281807
724	1	-8.486860
732	1	-2.584425
734	1	-5.778882
735	1	0.356683
738	1	5.494649
743	1	-6.029530
744	1	19.082899
748	1	2.775543
749	1	-2.074015
751	1	-21.601756
753	1	41.389044
757	1	9.728566
760	1	0.368111
766	1	1.914151
769	1	5.844031
770	1	-0.523273
775	1	-0.004038
778	1	-1.062930
779	1	0.141150
783	1	0.601742
785	1	1.692332
788	1	19.962217
790	1	11.592019
791	1	-0.297387
794	1	4.390476
795	1	-7.585279
797	1	-5.321008
800	1	3.292529
803	1	13.860958
804	1	3.461493
806	1	0.870234
811	1	12.613446
814	1	11.106550
815	1	6.955634
816	1	-9.006473
819	1	1.031123
821	1	5.018930
823	1	-0.531375
824	1	-5.557618
827	1	-6.443002
831	1	6.774352
832	1	35.498175
833	1	0.765806
834	1	29.868766
838	1	-8.745408
839	1	1.994508
841	1	7.122730
842	1	0.342926
843	1	3.031483
847	1	3.174714
849	1	18.284141
851	1	-0.525290
852	1	1.452004
854	1	20.312482
856	1	15.733973
857	1	5.811389
859	1	14.224881
863	1	-85.385454
868	1	3.114684
